inventoryid,store,city,brand,description,size,onhand,price,startdate
8196,22,Gonzalezborough,Adams and Sons,See Product,Small,134,71.01,2024-11-05
8197,29,Sarahville,"Williams, Schultz and Black",Box Product,Small,103,65.35,2025-03-12
8198,22,Lake Mario,Michael-Jefferson,Administration Product,Small,6,79.2,2024-10-11
8199,20,East Joseph,Mosley PLC,Respond Product,Large,177,44.7,2024-12-28
8200,21,South Samanthaport,Mahoney and Sons,Trip Product,Medium,32,44.14,2025-02-24
8201,27,New Ariel,Roberts and Sons,Discussion Product,Medium,208,42.27,2025-03-15
8202,29,Josephstad,"Strickland, Jones and Padilla",Eye Product,Large,243,42.09,2025-01-14
8203,48,Romeroland,"Martin, Cline and Kramer",Design Product,Medium,219,55.85,2024-12-15
8204,25,Michaelshire,"Hancock, Peters and Holmes",As Product,Small,139,82.71,2025-01-13
8205,28,Cynthiachester,"Vasquez, Morris and Ramos",Above Product,Medium,196,74.81,2024-08-06
8206,47,Danielport,"George, Macdonald and Harper",Pm Product,Medium,82,12.95,2024-10-30
8207,48,Lake Rebeccamouth,Murphy-Gardner,Reach Product,Small,194,17.11,2025-01-27
8208,40,Hernandezshire,"Cannon, Reynolds and Alvarado",Bar Product,Small,152,7.5,2024-07-31
8209,42,Petersonmouth,Vasquez-Jackson,Range Product,Medium,180,30.64,2024-08-04
8210,34,Brownport,Brock Group,Those Product,Small,29,94.88,2024-11-13
8211,18,Keithburgh,Smith-Aguilar,Understand Product,Small,0,55.97,2024-12-25
8212,27,Lake Jamesview,Mccullough Group,Card Product,Small,30,58.72,2024-06-21
8213,31,Danielshire,Rogers and Sons,Model Product,Small,33,22.72,2024-11-05
8214,38,West William,Perkins-Roberts,Require Product,Small,168,76.72,2024-06-30
8215,14,North Jessicaton,Mahoney and Sons,Detail Product,Large,67,86.94,2025-01-17
8216,8,Teresachester,"Sanchez, Miller and Tucker",Charge Product,Small,184,32.13,2025-02-12
8217,11,Jameshaven,Bailey PLC,Even Product,Small,8,46.2,2024-05-30
8218,38,Williamsland,Gomez-Moran,Occur Product,Small,0,47.97,2024-05-31
8219,38,Lake Brendaburgh,Hopkins Ltd,Physical Product,Small,240,11.63,2024-06-17
8220,40,Richardsport,Walter PLC,Beat Product,Small,80,75.84,2024-09-21
8221,34,Port Davidchester,"Briggs, Morris and Weber",Type Product,Medium,39,28.2,2025-01-11
8222,6,Penashire,Richardson Group,Nation Product,Small,0,96.77,2024-05-27
8223,43,South Dawn,Austin PLC,Us Product,Large,117,86.41,2024-10-06
8224,20,Jonathantown,Brown-Nelson,Kitchen Product,Small,224,5.63,2024-07-28
8225,24,Lake Nicholasland,Phillips Inc,Wall Product,Large,14,39.61,2024-09-06
8226,8,North Tyler,Chapman-Marsh,Quickly Product,Medium,130,15.0,2024-12-28
8227,11,Lake Danielle,Brock Group,Road Product,Medium,15,68.95,2024-06-27
8228,38,North Melissa,"Walker, Zimmerman and Williams",Wall Product,Medium,215,18.46,2025-02-16
8229,45,South Georgeburgh,Short-Cook,Also Product,Medium,0,79.48,2025-03-31
8230,11,Janetville,"Hernandez, Davis and Williams",Little Product,Small,0,60.11,2024-12-19
8231,42,Hernandezburgh,Mason-Logan,Argue Product,Small,122,93.72,2024-07-16
8232,49,South Christopher,Combs Group,His Product,Small,0,50.85,2024-11-11
8233,23,Barnettside,"Watkins, James and Page",Forward Product,Small,193,17.68,2024-11-05
8234,9,Chambersside,Davis-Russell,Indeed Product,Small,70,8.65,2025-04-01
8235,14,New Thomasview,Bennett-Collins,Give Product,Small,120,28.54,2024-04-21
8236,16,West Danielview,Michael-Jefferson,Time Product,Medium,42,53.78,2024-08-18
8237,35,New Laura,"Powell, Mcdaniel and Thomas",Remain Product,Large,0,29.11,2024-09-30
8238,21,East Shawnville,Williams-White,Letter Product,Large,105,38.25,2025-03-08
8239,6,Port Alan,Gomez-Moran,Write Product,Small,38,22.9,2024-12-14
8240,47,Lake Erinside,Combs Group,Against Product,Medium,35,85.11,2025-02-23
8241,9,North Kennethtown,Brennan Group,Who Product,Medium,0,30.48,2024-06-18
8242,18,Barryfurt,"Bush, Reyes and Fox",Which Product,Medium,192,68.04,2025-01-09
8243,32,Smithshire,Martinez-Giles,Bit Product,Medium,145,59.75,2025-01-21
8244,12,West Arianaton,Wagner Group,Economic Product,Medium,169,48.07,2024-11-10
8245,48,South Natasha,"Vasquez, Morris and Ramos",Above Product,Medium,200,74.81,2024-09-16
8246,17,South Seanton,"Smith, Davis and Lopez",Several Product,Small,55,76.05,2024-07-17
8247,36,Michaelbury,Mason-Logan,Future Product,Large,123,7.7,2024-07-16
8248,12,West Markchester,Fitzpatrick-Sanders,Current Product,Large,210,31.96,2025-02-28
8249,47,Lake Catherine,"Wright, Winters and Dominguez",Stop Product,Medium,25,51.31,2025-03-31
8250,20,Sloanfort,Brown-Nelson,Down Product,Small,45,73.62,2024-06-02
8251,7,Dianaton,"Briggs, Morris and Weber",Always Product,Large,0,12.72,2024-06-11
8252,12,Heathertown,"Briggs, Morris and Weber",Always Product,Large,130,12.72,2024-07-09
8253,23,New Christopherside,Patterson-Mcmahon,People Product,Small,113,23.15,2024-05-30
8254,33,Jonesland,Combs Group,His Product,Small,222,50.85,2024-09-20
8255,1,Lake Jacobstad,"Smith, Davis and Wright",With Product,Medium,68,82.03,2024-05-09
8256,12,North Elizabethton,Gomez-Moran,Economy Product,Small,132,75.74,2024-05-20
8257,47,Williamsbury,"Dalton, Sanders and Cantrell",Morning Product,Large,8,96.5,2024-06-23
8258,5,Allisonhaven,Reynolds LLC,What Product,Small,0,45.12,2024-05-28
8259,3,Flynntown,Hinton LLC,Go Product,Small,0,26.02,2024-10-11
8260,21,South Scott,"Kelly, Smith and Aguilar",Help Product,Small,220,17.03,2024-09-21
8261,44,Annhaven,"Kent, Arias and Smith",Quickly Product,Small,65,25.35,2024-07-01
8262,18,New Tyrone,Short-Cook,Certain Product,Large,173,17.2,2025-01-25
8263,8,Campbellton,Perez-Johnson,Imagine Product,Large,160,98.76,2024-12-19
8264,13,Bruceton,Johnson-Bowman,Season Product,Small,105,78.08,2025-01-01
8265,41,North Rebekah,Sullivan-Choi,Entire Product,Small,99,18.05,2024-06-12
8266,32,North Brittany,"Lucas, Johnson and Alvarez",Beautiful Product,Large,156,67.55,2024-12-08
8267,17,Cunninghamborough,"Williams, Schultz and Black",Bit Product,Small,63,14.55,2024-09-15
8268,49,Kingport,Woods-Brady,Artist Product,Large,0,38.27,2025-01-14
8269,14,Donaldshire,"Sanders, Hill and Bryant",Address Product,Small,287,7.49,2024-07-07
8270,27,Trevorport,Reynolds LLC,Special Product,Large,9,38.51,2025-02-26
8271,46,Nancyberg,Patterson Inc,Act Product,Small,42,81.89,2024-04-08
8272,12,Hunttown,Wagner Group,Member Product,Medium,45,97.31,2024-04-09
8273,5,Pearsonmouth,Gomez-Moran,Occur Product,Small,76,47.97,2024-12-23
8274,7,Davidburgh,"Hamilton, Rivera and Kelley",Expert Product,Medium,0,69.64,2024-07-01
8275,13,Lake Anne,"Nguyen, Robinson and Mitchell",Single Product,Small,138,90.69,2025-02-21
8276,37,Leonbury,Walter PLC,Beat Product,Small,25,75.84,2024-11-21
8277,32,Ashleyfort,"West, Reed and Berry",Condition Product,Small,83,87.03,2024-05-04
8278,24,East Danielchester,"Jones, Martinez and Taylor",Tree Product,Small,19,52.66,2024-11-17
8279,20,Dianemouth,"Stone, Campbell and Robbins",Final Product,Small,203,39.56,2024-06-04
8280,19,Dorseyburgh,Davis-Vasquez,Dream Product,Small,213,92.28,2024-07-05
8281,2,Lake Melissaberg,Rowe-Lewis,Star Product,Large,134,65.45,2024-07-30
8282,39,Lake Aaronton,Patterson Inc,Key Product,Large,210,9.4,2024-10-03
8283,32,Lake Jamesstad,"Campbell, Black and Smith",See Product,Medium,44,86.5,2024-11-25
8284,25,Arroyoberg,Estrada Inc,Yeah Product,Large,77,50.33,2025-01-25
8285,3,Port Chrisville,Long-Bowman,Major Product,Small,0,56.64,2025-03-13
8286,16,Joneston,"Hancock, Peters and Holmes",System Product,Large,198,75.82,2024-12-21
8287,30,Corychester,Brown-Nelson,Worker Product,Medium,258,67.56,2024-07-18
8288,34,East Danielborough,Kirk-Perry,Air Product,Small,34,79.41,2024-09-08
8289,8,Pattersonborough,Bell Ltd,Both Product,Small,143,62.31,2024-06-19
8290,43,North Michael,Patterson Inc,Protect Product,Medium,0,46.52,2024-10-14
8291,43,Andrebury,Day and Sons,Particularly Product,Small,122,53.4,2024-06-03
8292,46,Wilsontown,Gomez LLC,Year Product,Small,170,10.35,2024-08-11
8293,5,Lake Phyllisland,Brown Inc,Us Product,Medium,94,71.04,2024-11-06
8294,19,North Justinburgh,Patterson Inc,Protect Product,Medium,156,46.52,2024-04-20
8295,8,Port Cynthia,Smith-Aguilar,Whole Product,Large,0,44.38,2024-04-13
8296,26,Mckenzieside,Short-Cook,Time Product,Small,195,35.82,2024-12-18
8297,28,Melissastad,Brennan Group,As Product,Small,77,7.06,2024-12-04
8298,3,Campbellville,Russell and Sons,Add Product,Large,216,15.55,2024-10-25
8299,27,North Jonathan,"Williams, Turner and Harris",Agent Product,Small,0,82.4,2025-01-11
8300,37,Brookeville,"Phelps, Thompson and Chandler",More Product,Large,156,85.28,2024-10-07
8301,20,North Leonard,"Dalton, Sanders and Cantrell",Natural Product,Medium,121,62.54,2025-02-16
8302,45,Port Lisashire,"Briggs, Morris and Weber",Always Product,Large,83,12.72,2024-04-15
8303,1,Joannaton,Brock Group,Camera Product,Small,65,88.75,2024-06-04
8304,31,Port Marcus,Lin and Sons,Game Product,Small,176,59.2,2024-11-05
8305,7,Port Kelseyland,Thomas and Sons,Force Product,Small,174,20.17,2024-10-23
8306,38,North Benjaminborough,James and Sons,Leg Product,Small,0,65.83,2025-03-22
8307,50,Thompsonfort,"Martin, Cline and Kramer",Entire Product,Large,207,57.14,2024-09-27
8308,24,Port Jose,"Briggs, Morris and Weber",Type Product,Medium,157,28.2,2024-10-28
8309,43,Lake Matthewville,Price Group,Type Product,Small,59,13.05,2024-07-11
8310,20,Jenkinsshire,"Strickland, Jones and Padilla",Them Product,Large,170,70.81,2024-09-09
8311,31,Garciachester,Knox Group,Seem Product,Medium,102,27.27,2024-07-31
8312,29,Gonzalestown,Perez-Johnson,Least Product,Large,177,28.15,2025-03-29
8313,45,West Alexis,"Shannon, Lee and Noble",Bring Product,Large,126,66.98,2025-01-10
8314,25,Griffithville,"Smith, Davis and Lopez",Several Product,Small,0,76.05,2024-06-27
8315,41,Younghaven,Phillips Inc,With Product,Medium,33,50.37,2024-12-25
8316,40,Andrewtown,James and Sons,Impact Product,Large,227,85.46,2024-07-23
8317,16,New Gina,Snyder-Kelly,Nor Product,Large,0,8.48,2025-02-23
8318,42,Georgetown,"Campbell, Black and Smith",Approach Product,Medium,112,58.99,2025-03-20
8319,24,New Vincent,Vasquez-Velasquez,Bill Product,Medium,0,88.52,2024-10-02
8320,44,Ronaldton,Smith Ltd,Television Product,Large,41,21.3,2024-08-08
8321,11,Joshuaville,Walter PLC,Beat Product,Small,153,75.84,2025-02-28
8322,48,Mirandamouth,"George, Macdonald and Harper",Thousand Product,Medium,152,90.35,2024-05-06
8323,47,East Kendra,"Briggs, Morris and Weber",Car Product,Medium,0,24.43,2025-01-12
8324,44,East Brendaside,Short-Cook,Time Product,Small,216,35.82,2024-10-05
8325,31,Lake Claytonstad,Walker Inc,Parent Product,Large,0,14.96,2025-02-23
8326,40,East Jamesland,"Kelly, Smith and Aguilar",Cell Product,Medium,0,60.79,2024-04-25
8327,16,New Molly,"Sanchez, Miller and Tucker",Charge Product,Small,0,32.13,2025-03-16
8328,5,New Jaclyn,Bell Ltd,Address Product,Medium,71,94.75,2024-09-15
8329,31,Lake Michael,"Hancock, Peters and Holmes",As Product,Small,108,82.71,2024-10-30
8330,36,Margaretville,Sullivan-Choi,Mouth Product,Small,0,20.87,2025-02-13
8331,16,Jasonfurt,Russell and Sons,Level Product,Large,239,48.06,2024-06-05
8332,49,Howellhaven,"Bailey, Avery and Edwards",Beyond Product,Small,0,85.95,2024-06-02
8333,38,West Troy,"Harrell, Casey and Bates",Trip Product,Large,187,72.68,2024-05-26
8334,9,Derekport,Horne LLC,Get Product,Medium,137,54.23,2024-09-02
8335,44,South Erin,Hinton LLC,Perform Product,Small,0,60.9,2024-08-10
8336,37,East Mark,"West, Reed and Berry",Watch Product,Medium,56,68.65,2024-04-19
8337,50,Perkinsshire,"Herrera, Jackson and Koch",Contain Product,Medium,249,9.57,2025-02-01
8338,45,North Josephland,Long Ltd,Seven Product,Large,4,50.47,2025-01-23
8339,32,South Luischester,Charles Ltd,Newspaper Product,Large,69,68.27,2025-01-04
8340,28,Lindseyfort,Spencer Group,Get Product,Small,148,46.64,2024-12-24
8341,9,North Joyceview,Edwards Inc,Race Product,Large,162,30.56,2025-01-16
8342,18,Jacksontown,"Vasquez, Morris and Ramos",Nation Product,Small,0,49.57,2024-05-24
8343,6,East Audrey,"Massey, Lewis and Walter",Bit Product,Medium,221,13.88,2024-10-31
8344,47,Frostmouth,Smith-Aguilar,Understand Product,Small,75,55.97,2025-01-31
8345,23,Bernardmouth,Reeves-Hall,With Product,Small,126,42.78,2024-12-17
8346,6,Haileystad,"Kelly, Smith and Aguilar",Nearly Product,Large,0,37.39,2025-01-02
8347,27,North Christian,Thomas and Sons,Eat Product,Small,0,31.36,2024-07-23
8348,41,Meyershire,Sullivan-Hubbard,Once Product,Medium,6,94.09,2024-10-23
8349,17,South Antonioview,Sanchez Group,Visit Product,Large,128,42.12,2024-08-01
8350,46,Delgadofort,Salazar-Graves,Say Product,Large,88,16.39,2024-06-17
8351,26,Yatesshire,Davis-Vasquez,Adult Product,Small,0,32.35,2025-01-10
8352,7,Smithshire,Rowe-Lewis,Become Product,Small,8,91.65,2025-01-07
8353,5,South Saraton,Williams LLC,Notice Product,Large,9,26.83,2024-09-14
8354,40,East Heather,Thomas and Sons,Effect Product,Small,0,80.71,2024-08-05
8355,18,Eileenfort,Mitchell LLC,Its Product,Large,75,68.04,2024-11-01
8356,5,Brandyborough,"Neal, Frey and Ferguson",Own Product,Small,25,9.73,2024-07-27
8357,10,Whitemouth,Davis-Vasquez,Level Product,Medium,58,54.33,2024-11-24
8358,41,Gutierrezmouth,James and Sons,Leg Product,Small,0,65.83,2024-09-22
8359,44,Hillside,Lloyd Ltd,Nice Product,Medium,65,38.15,2024-07-30
8360,16,Francotown,Hinton LLC,Go Product,Small,78,26.02,2024-12-27
8361,38,Bartlettville,Mccullough Group,Situation Product,Large,45,19.26,2024-11-27
8362,23,South Alvin,Thomas LLC,Investment Product,Large,169,81.23,2024-06-23
8363,14,East Charlesview,Brock Group,Benefit Product,Large,0,81.69,2024-12-09
8364,14,Francisburgh,Sullivan-Hubbard,Once Product,Medium,144,94.09,2024-04-10
8365,38,Lake Tylerborough,"Cannon, Reynolds and Alvarado",Lose Product,Medium,171,7.87,2025-01-15
8366,2,Lake Michaelchester,Snyder Ltd,Beyond Product,Medium,226,77.91,2024-04-19
8367,21,West Bradley,Mcpherson and Sons,You Product,Medium,0,36.64,2024-12-30
8368,12,Lake Elijah,Combs Group,Success Product,Large,147,47.29,2025-02-12
8369,44,Robertburgh,"Turner, Armstrong and Fernandez",Like Product,Medium,28,10.08,2024-05-04
8370,25,Jefferyside,"Williamson, Fox and Johnson",Resource Product,Medium,101,53.18,2024-10-24
8371,40,North Roy,Mosley PLC,Respond Product,Large,190,44.7,2025-02-18
8372,40,Smithfort,"Kelly, Smith and Aguilar",Help Product,Small,131,17.03,2024-11-24
8373,14,Rhondaville,"Powell, Mcdaniel and Thomas",Against Product,Small,78,35.27,2025-03-28
8374,33,South Heather,"Briggs, Morris and Weber",Always Product,Large,0,12.72,2025-01-12
8375,19,South Lucastown,James and Sons,Miss Product,Small,243,54.02,2025-02-19
8376,7,Kristenville,Charles Ltd,Treat Product,Small,74,83.58,2024-12-28
8377,42,Madisonhaven,Hinton LLC,Perform Product,Small,0,60.9,2025-01-31
8378,2,Brownshire,Vasquez-Jackson,Something Product,Medium,6,14.32,2024-06-17
8379,9,North Marychester,Brown-Nelson,Kitchen Product,Small,204,5.63,2025-03-07
8380,26,Port Jeremiahmouth,Brown Inc,Late Product,Small,0,50.44,2025-03-06
8381,26,Port Christopher,Archer Group,College Product,Small,50,50.59,2024-10-12
8382,45,West Nicholas,Morales-Knox,Table Product,Medium,78,53.04,2024-05-07
8383,3,Lake Johnny,Brennan Group,Past Product,Small,0,32.82,2024-10-05
8384,24,North Mathew,"Martin, Cline and Kramer",Design Product,Medium,0,55.85,2024-11-07
8385,10,North Susan,"Sanchez, Miller and Tucker",Thank Product,Small,62,55.58,2024-09-04
8386,8,West Mark,Brown-Mann,Affect Product,Small,166,9.56,2025-02-03
8387,32,Coreyshire,Cline Ltd,Or Product,Medium,230,55.37,2024-06-20
8388,8,North Christina,Perez-Johnson,Expect Product,Small,116,40.96,2025-01-12
8389,2,Lake Whitneyshire,"Stone, Campbell and Robbins",Compare Product,Small,0,61.2,2024-07-26
8390,29,Ellenmouth,"Kent, Arias and Smith",Often Product,Small,134,21.69,2024-07-20
8391,35,Lisaport,Brown-Marshall,Reveal Product,Small,165,49.43,2024-09-05
8392,43,Christopherhaven,Snyder Ltd,Beyond Product,Medium,230,77.91,2024-09-02
8393,50,West Jason,Mahoney and Sons,Picture Product,Medium,144,47.26,2024-04-18
8394,44,Port Anthony,"Bradley, Baker and Mcneil",Parent Product,Medium,0,73.08,2024-08-20
8395,38,Victorchester,Dawson Inc,Big Product,Large,272,21.25,2024-10-17
8396,11,West Michael,Davis-Russell,Probably Product,Medium,165,20.6,2024-05-03
8397,3,Kevinview,Martinez-Giles,Point Product,Small,223,37.44,2024-05-20
8398,29,Hernandezhaven,Mcpherson and Sons,You Product,Medium,101,36.64,2024-10-03
8399,23,Angelahaven,Williams-Mcintosh,Over Product,Small,174,69.84,2025-03-13
8400,8,Schmidtfurt,"Tucker, Jones and Hart",Push Product,Small,69,92.64,2024-08-03
8401,47,Port James,Short-Cook,Really Product,Large,43,55.97,2025-01-07
8402,42,East Timothystad,"Herrera, Jackson and Koch",Material Product,Small,193,69.94,2024-09-30
8403,47,South Scott,Walter PLC,Beat Product,Small,129,75.84,2024-09-25
8404,12,Cookbury,Long Ltd,Seven Product,Large,0,50.47,2025-01-01
8405,9,Johnmouth,Bass and Sons,Box Product,Large,120,49.0,2024-05-24
8406,38,Jenniferfort,Snyder Ltd,Laugh Product,Large,274,82.84,2024-10-09
8407,20,Yvonnemouth,Long Ltd,Area Product,Large,201,10.76,2025-03-01
8408,45,New Jasonton,Walter PLC,Could Product,Large,136,14.31,2024-04-06
8409,50,Kevinside,Charles Ltd,Pm Product,Small,0,7.77,2024-07-21
8410,17,Kyliehaven,Mitchell-Watson,Better Product,Small,291,38.16,2024-06-18
8411,37,Hudsonshire,Gentry-Gray,Eight Product,Large,82,41.61,2025-02-23
8412,6,Jefferyport,Larson-Lopez,Painting Product,Small,209,58.75,2024-07-27
8413,38,New Brianna,Daniels PLC,Onto Product,Medium,27,91.17,2024-09-12
8414,32,North Loriberg,"Kelly, Smith and Aguilar",Similar Product,Medium,36,94.55,2024-11-30
8415,35,Adamsmouth,"Phelps, Thompson and Chandler",Eye Product,Medium,169,71.62,2024-11-09
8416,13,East Patrickberg,"Dunn, Martinez and Brandt",Hand Product,Medium,79,73.54,2024-09-05
8417,48,Tracitown,Charles Ltd,Treat Product,Small,137,83.58,2024-11-12
8418,22,West Eddie,Best Group,Hotel Product,Medium,159,39.78,2024-11-17
8419,50,Donaldstad,"Williamson, Holden and Sims",Enough Product,Small,180,30.42,2024-05-08
8420,50,East Shelbymouth,Perkins-Roberts,Others Product,Large,256,44.74,2025-02-26
8421,29,Lake Joseph,Russell and Sons,Song Product,Small,0,97.49,2024-07-14
8422,32,Watkinsside,Davis-Vasquez,Dream Product,Small,233,92.28,2024-09-15
8423,4,West Kathy,Long-Bowman,Agent Product,Medium,8,8.88,2024-06-25
8424,37,Josephfurt,Davis-Reyes,Approach Product,Large,98,79.16,2024-10-05
8425,32,Lake Jameston,Richardson Group,Eye Product,Small,30,96.45,2024-12-27
8426,8,Ebonyside,Williams LLC,Choose Product,Small,0,5.59,2024-07-14
8427,14,East Frankburgh,Reeves-Hall,With Product,Small,157,42.78,2024-11-23
8428,9,Mariaview,Salazar-Graves,Type Product,Small,0,13.15,2024-10-21
8429,29,East Joel,Lloyd Ltd,Win Product,Small,259,97.54,2024-11-04
8430,23,Orrshire,"Wright, Winters and Dominguez",Everyone Product,Large,0,24.56,2024-07-06
8431,13,Calvinchester,Gomez-Moran,Write Product,Small,85,22.9,2024-09-14
8432,14,Jamiebury,"Osborne, Cox and Evans",Wind Product,Small,243,38.64,2025-02-24
8433,26,Pamelaland,Estrada Inc,Yeah Product,Large,170,50.33,2025-03-22
8434,7,Port Todd,Walter PLC,Beat Product,Small,0,75.84,2024-10-25
8435,24,Port Robert,Garcia-Ramirez,Pass Product,Small,0,88.63,2024-11-02
8436,23,Cisnerosland,"Dunn, Martinez and Brandt",Goal Product,Small,254,78.44,2025-02-13
8437,19,Dustintown,West-Hernandez,Cup Product,Medium,140,97.48,2025-03-08
8438,1,New Juliebury,Mcpherson and Sons,Network Product,Medium,74,19.76,2024-09-23
8439,28,East Stacey,Kaiser Group,Build Product,Small,61,75.64,2024-12-15
8440,4,Conwayhaven,"Strickland, Jones and Padilla",Eye Product,Large,115,42.09,2024-08-25
8441,24,Lake Kyle,"Dunn, Martinez and Brandt",Huge Product,Medium,129,57.31,2024-09-21
8442,12,Piercehaven,Quinn-Tran,Drug Product,Large,235,41.6,2025-03-19
8443,7,New Charleneside,"Strickland, Jones and Padilla",Them Product,Large,166,70.81,2025-04-01
8444,41,Davidside,West-Hernandez,Tell Product,Large,184,36.92,2024-08-30
8445,34,Turnerton,Wagner Group,Career Product,Medium,166,26.79,2025-03-25
8446,16,Gonzalezbury,"Bailey, Avery and Edwards",Beyond Product,Small,0,85.95,2024-12-28
8447,43,New Patrickshire,Zamora Ltd,Hold Product,Medium,129,68.41,2025-02-09
8448,46,Davidsonberg,Davis-Vasquez,Line Product,Small,0,11.78,2025-03-22
8449,9,West Darrellville,Bennett-Collins,Actually Product,Medium,81,12.88,2024-06-13
8450,30,Woodsland,Mitchell LLC,Its Product,Large,167,68.04,2024-07-31
8451,12,Forbesside,Mccullough Group,Television Product,Large,165,95.73,2024-07-20
8452,11,Washingtonberg,Salazar-Graves,News Product,Medium,93,60.64,2024-12-12
8453,14,Juanshire,Bass and Sons,Box Product,Large,0,49.0,2024-12-13
8454,43,Michealborough,Gentry-Gray,Manager Product,Small,15,57.49,2024-11-02
8455,45,New Gregory,"Bush, Reyes and Fox",Which Product,Medium,182,68.04,2024-09-24
8456,1,Teresashire,"Herrera, Jackson and Koch",Contain Product,Medium,123,9.57,2025-03-10
8457,22,Cannonmouth,"Hamilton, Rivera and Kelley",Draw Product,Small,112,92.65,2024-04-09
8458,15,Lake Andrewmouth,"Atkinson, Osborn and Hamilton",Shoulder Product,Large,183,70.94,2024-06-19
8459,26,Angelahaven,"Powell, Mcdaniel and Thomas",Against Product,Small,198,35.27,2024-09-20
8460,40,Colemanmouth,Hinton LLC,Example Product,Large,0,96.29,2025-02-05
8461,28,Lake Jessica,"Bush, Reyes and Fox",Apply Product,Small,164,78.16,2025-02-23
8462,17,Phillipsbury,Gentry-Gray,Expect Product,Medium,82,45.71,2024-08-03
8463,39,East James,Brock Group,Benefit Product,Large,21,81.69,2024-10-24
8464,27,West Marcusfurt,"Osborne, Cox and Evans",Wind Product,Small,0,38.64,2025-01-07
8465,40,Lake Jose,"Sanchez, Miller and Tucker",Charge Product,Small,0,32.13,2024-07-31
8466,20,Taylorchester,Snyder-Kelly,Four Product,Medium,90,39.15,2024-07-22
8467,5,Leachview,"Dunn, Martinez and Brandt",Hand Product,Medium,123,73.54,2025-02-02
8468,41,New Kyleland,Johnson Inc,Wait Product,Medium,102,66.03,2024-12-02
8469,9,West Andrew,"Bradley, Baker and Mcneil",Parent Product,Medium,92,73.08,2024-12-14
8470,21,Dwaynefort,Horne LLC,Then Product,Large,108,82.56,2024-10-06
8471,7,Sparksside,Sawyer-Lane,Store Product,Small,103,94.28,2024-10-10
8472,29,Thomasside,Sullivan-Choi,Mouth Product,Small,96,20.87,2025-02-08
8473,11,North Rachael,Davis-Reyes,Spend Product,Large,0,16.28,2024-06-20
8474,38,East Amyview,Conrad and Sons,Week Product,Medium,0,26.06,2024-09-11
8475,6,West Erinborough,"Campbell, Black and Smith",Modern Product,Small,67,88.2,2024-05-24
8476,22,New Wandachester,Estrada Inc,Yeah Product,Large,98,50.33,2024-09-10
8477,10,Rebeccafort,Day and Sons,Fact Product,Large,0,57.03,2025-01-08
8478,5,South Luis,Knox Group,Seem Product,Medium,4,27.27,2024-12-19
8479,37,Davisburgh,Bailey PLC,Go Product,Large,143,72.96,2024-05-09
8480,32,West Angela,Pittman-Lucas,Approach Product,Large,12,76.25,2024-05-28
8481,28,Pageview,"Vasquez, Morris and Ramos",Rate Product,Medium,179,17.33,2025-03-25
8482,41,Haynesberg,Davis-Vasquez,Company Product,Large,72,63.23,2025-02-09
8483,14,West Andrew,Brown-Marshall,Program Product,Medium,232,81.81,2024-07-19
8484,13,North Mariamouth,"Bush, Reyes and Fox",There Product,Small,3,17.12,2024-04-08
8485,46,Lake Kevinfurt,"Vasquez, Morris and Ramos",Anything Product,Small,68,41.88,2024-08-23
8486,23,Joshuaborough,Russell and Sons,Night Product,Large,126,48.87,2025-03-23
8487,47,Lisabury,Bennett-Collins,Actually Product,Medium,53,12.88,2024-11-05
8488,1,Kevinshire,Vasquez-Velasquez,Reveal Product,Large,6,23.06,2024-09-19
8489,11,Floreschester,"Turner, Armstrong and Fernandez",Expert Product,Large,169,12.27,2024-05-28
8490,2,Lake Emilyville,"Garza, Perkins and Clark",Together Product,Large,1,68.59,2024-10-27
8491,12,Craigbury,"George, Macdonald and Harper",Develop Product,Large,36,82.0,2024-11-30
8492,40,Port Nicoleshire,"Tucker, Jones and Hart",Seek Product,Small,83,95.26,2025-02-27
8493,19,Collinsside,Walker Inc,Spend Product,Medium,118,61.4,2024-07-19
8494,31,Shawville,Davis-Reyes,Spend Product,Large,101,16.28,2024-10-19
8495,40,Dillonport,Mitchell LLC,Mean Product,Small,153,36.55,2025-01-12
8496,15,West Tanya,"Williamson, Holden and Sims",Card Product,Small,0,16.54,2024-08-26
8497,32,East Donald,Osborne-Brown,Whether Product,Large,111,47.17,2024-05-04
8498,7,East Cheryl,Russell and Sons,Issue Product,Large,111,93.88,2024-11-04
8499,15,Hendersonburgh,Charles Ltd,Edge Product,Small,19,94.23,2024-11-09
8500,24,Bakerville,Edwards Inc,Race Product,Large,38,30.56,2024-06-05
8501,16,South Elizabeth,Roy Group,Our Product,Medium,67,15.68,2024-06-18
8502,29,West Brandonbury,Dawson Inc,Cover Product,Small,177,49.76,2024-07-10
8503,45,Lake James,Thomas LLC,Fall Product,Small,85,32.78,2025-03-07
8504,42,Valenzuelahaven,Cook-Johnson,Appear Product,Medium,0,97.06,2024-09-17
8505,32,North Briantown,Russell and Sons,Issue Product,Large,0,93.88,2024-11-05
8506,29,Tommyborough,Morales-Knox,Night Product,Small,156,78.86,2024-10-07
8507,42,Lake Jeffreyton,Young-Shaw,Born Product,Small,0,69.41,2024-11-19
8508,3,Port Regina,Mitchell-Watson,Early Product,Medium,15,90.91,2024-11-27
8509,17,West Maria,"Jennings, Davis and Newman",Its Product,Large,0,73.63,2024-04-19
8510,11,Millershire,"Kent, Arias and Smith",Quickly Product,Small,135,25.35,2024-08-09
