inventoryid,store,city,brand,description,size,onhand,price,startdate
8104,11,Lake Ernest,Perkins-Roberts,Couple Product,Small,103,93.12,2025-03-27
8105,34,North Nathan,"Tucker, Jones and Hart",Cover Product,Small,0,90.34,2025-03-26
8106,40,Charlesbury,"Williams, Turner and Harris",Minute Product,Large,188,98.67,2024-11-15
8107,21,East Maryhaven,Snyder-Kelly,Nor Product,Large,230,8.48,2024-05-21
8108,12,Port Randallburgh,Williams-Mcintosh,Yet Product,Small,126,78.22,2025-02-06
8109,40,Lake Brandyberg,Archer Group,South Product,Medium,44,6.45,2025-03-09
8110,11,Veronicaberg,"Williams, Schultz and Black",Box Product,Small,92,65.35,2024-12-19
8111,3,East Tina,Obrien-Thompson,Give Product,Large,7,93.35,2024-12-17
8112,8,Nicolasborough,Cook-Johnson,Past Product,Large,49,7.56,2024-08-17
8113,43,Vazquezshire,Dawson Inc,Serve Product,Small,108,5.13,2025-03-25
8114,32,Martinhaven,Phillips Inc,Move Product,Medium,0,48.29,2024-07-20
8115,23,Lake Jay,Williams Inc,Cup Product,Medium,124,83.63,2025-04-05
8116,30,Isaacland,Walter PLC,Loss Product,Small,0,75.65,2024-05-20
8117,43,Lake Amandaton,Howard Inc,Campaign Product,Small,218,91.97,2024-08-22
8118,31,Lake Brandon,Davis-Reyes,Approach Product,Large,154,79.16,2024-12-05
8119,25,Guerreroview,"Walker, Zimmerman and Williams",Fall Product,Large,36,86.86,2024-05-10
8120,3,Mayerfort,Sanchez Group,Anything Product,Medium,87,25.46,2024-09-16
8121,35,Christopherberg,"Herrera, Jackson and Koch",Contain Product,Medium,81,9.57,2024-09-07
8122,21,Blackburgh,Vasquez-Jackson,Something Product,Medium,12,14.32,2024-09-26
8123,27,South Heatherfort,Estrada Inc,Sure Product,Medium,183,37.16,2024-12-27
8124,28,Kathrynmouth,"Lucas, Johnson and Alvarez",Beautiful Product,Large,66,67.55,2025-02-20
8125,18,Port Donaldshire,"Turner, Armstrong and Fernandez",Three Product,Small,64,10.54,2024-08-10
8126,4,Sheilamouth,Zamora Ltd,Town Product,Medium,65,69.48,2024-10-20
8127,20,Ashleyfurt,Gentry-Gray,Manager Product,Small,27,57.49,2025-02-21
8128,22,Lake Lori,Hunt-Tucker,View Product,Small,91,46.48,2024-09-12
8129,48,Andersonborough,Mccullough Group,Card Product,Small,0,58.72,2024-06-10
8130,1,North Ellen,"Stevens, Miller and Phillips",Simply Product,Small,120,53.97,2024-10-18
8131,12,Chadview,"Powell, Mcdaniel and Thomas",Cold Product,Large,40,51.7,2024-09-10
8132,20,Sheilafurt,Pittman-Lucas,Within Product,Large,139,6.98,2024-11-17
8133,41,Chungview,Bailey PLC,Air Product,Small,26,34.06,2025-01-05
8134,13,Briantown,Wagner Group,Such Product,Medium,41,81.55,2025-02-12
8135,41,Fordville,Salazar-Graves,News Product,Medium,267,60.64,2025-02-05
8136,50,Floreshaven,Lyons PLC,Write Product,Small,0,98.29,2024-04-08
8137,35,Vazquezport,Osborne-Brown,Quite Product,Large,156,44.82,2024-06-09
8138,35,East Joanne,Brown Inc,Speak Product,Medium,105,8.4,2025-03-12
8139,25,East Erik,"Barnes, Pineda and Montgomery",White Product,Large,29,84.28,2024-11-08
8140,38,Moraport,Kirk-Perry,Trip Product,Large,14,29.91,2024-09-28
8141,31,Vegafort,Vasquez-Velasquez,Great Product,Small,0,11.29,2024-04-10
8142,42,Powellton,"Williams, Schultz and Black",Phone Product,Large,0,47.17,2024-10-13
8143,33,Charlesstad,Burns and Sons,Entire Product,Small,152,90.0,2024-04-14
8144,26,Jameston,Michael-Jefferson,Administration Product,Small,199,79.2,2025-03-05
8145,36,Susanhaven,Davis-Vasquez,Although Product,Medium,207,46.97,2025-03-05
8146,38,North Valerie,Phillips Inc,Believe Product,Large,139,28.28,2024-08-19
8147,45,Castilloberg,Hopkins Ltd,Condition Product,Medium,124,24.33,2024-06-30
8148,6,Lake Michaelfort,Spencer Group,Discover Product,Small,75,86.58,2024-04-08
8149,47,Charleston,"Bradley, Baker and Mcneil",Parent Product,Medium,116,73.08,2024-10-30
8150,22,East Christopherbury,"Williamson, Holden and Sims",Hair Product,Large,0,72.85,2024-12-29
8151,10,East Edwardchester,Sawyer-Lane,Store Product,Small,196,94.28,2024-05-25
8152,3,Port Michaelport,Snyder Ltd,Beyond Product,Medium,45,77.91,2024-06-24
8153,44,Whitefort,Brock Group,Those Product,Small,42,94.88,2024-12-10
8154,27,Ellismouth,Patterson Inc,Protect Product,Medium,0,46.52,2025-02-12
8155,32,Coopermouth,"Delgado, Green and Wade",Amount Product,Small,118,32.17,2025-03-11
8156,22,Dunnton,Hunt-Tucker,Ok Product,Small,0,5.13,2024-06-21
8157,34,Port Matthewmouth,"Bailey, Avery and Edwards",Name Product,Large,164,84.59,2025-02-13
8158,13,South Catherine,Conrad and Sons,Morning Product,Large,58,55.64,2024-10-24
8159,20,South Erinberg,"Jones, Martinez and Taylor",Tree Product,Small,242,52.66,2024-12-31
8160,9,Ashleyview,West-Hernandez,Cup Product,Medium,0,97.48,2024-06-30
8161,37,Lonnieshire,Mason-Logan,Happy Product,Large,0,71.42,2024-10-03
8162,26,Sharonmouth,Larson-Lopez,Open Product,Large,220,32.62,2024-06-05
8163,40,North John,Rios Group,Course Product,Large,3,39.05,2024-04-09
8164,41,Shannonhaven,"Massey, Lewis and Walter",Concern Product,Medium,73,32.53,2024-07-19
8165,25,Bellmouth,Pittman-Lucas,Church Product,Medium,0,59.87,2024-09-15
8166,26,Sotoport,"Bradley, Baker and Mcneil",Political Product,Large,75,19.54,2024-12-22
8167,43,Christopherchester,Woods-Brady,Eat Product,Medium,115,7.43,2025-02-28
8168,9,North Wendyside,Perez-Johnson,Least Product,Large,0,28.15,2025-04-03
8169,21,Lake Jeffrey,Rogers and Sons,Model Product,Small,239,22.72,2024-06-01
8170,7,East Ericport,Cook-Johnson,Join Product,Large,65,99.71,2024-10-27
8171,38,South Tinabury,Hinton LLC,Window Product,Large,26,55.62,2024-11-21
8172,6,South Barry,"Briggs, Morris and Weber",Type Product,Medium,185,28.2,2024-06-26
8173,38,West Ryanchester,Schmidt-Mathews,Increase Product,Medium,158,64.68,2024-08-16
8174,12,West Jocelyn,"Hancock, Peters and Holmes",Economic Product,Small,176,95.45,2024-05-23
8175,36,Keithtown,"Jennings, Davis and Newman",Its Product,Large,0,73.63,2024-04-29
8176,24,Lake Brandon,"Watkins, James and Page",Southern Product,Large,93,52.57,2024-09-09
8177,38,Port Jackview,Austin PLC,Mind Product,Medium,145,77.54,2024-11-06
8178,27,Davidhaven,Thornton PLC,Key Product,Medium,3,93.53,2025-01-26
8179,27,Stevenshire,Rios Group,Clear Product,Small,89,72.25,2024-10-22
8180,19,New Melissa,"Neal, Frey and Ferguson",Financial Product,Small,0,83.03,2024-05-20
8181,23,Garrisonmouth,Rogers and Sons,Store Product,Medium,17,57.21,2025-01-11
8182,47,Port Sarah,"Navarro, Parker and Garcia",Sing Product,Large,43,10.66,2025-03-26
8183,47,Ricardoland,Davis-Reyes,Approach Product,Large,44,79.16,2025-03-04
8184,39,New Ericaport,Schmidt-Mathews,Hospital Product,Medium,0,81.17,2024-04-10
8185,46,Cynthiastad,Walker Inc,Over Product,Medium,201,68.85,2024-07-20
8186,20,East Gregory,Roy Group,Our Product,Medium,112,15.68,2024-09-24
8187,13,Port Timothyfort,Best Group,Hotel Product,Medium,57,39.78,2025-03-28
8188,27,Port Thomasside,Charles Ltd,Pm Product,Small,44,7.77,2025-03-25
8189,28,Josephshire,"Harrell, Casey and Bates",Heart Product,Medium,140,78.53,2024-08-29
8190,32,New Joseph,Rowe-Lewis,Life Product,Large,156,81.69,2025-02-12
8191,45,Aguirrechester,Best Group,Attack Product,Large,216,77.33,2024-12-06
8192,15,West Pamela,Hansen Inc,Note Product,Small,74,24.63,2024-11-18
8193,7,West Brendaton,"Powell, Mcdaniel and Thomas",Cold Product,Large,144,51.7,2024-05-02
8194,40,Brittanyborough,Woods-Brady,Eat Product,Medium,68,7.43,2024-11-23
8195,9,New Brendaborough,Woods-Brady,Artist Product,Large,79,38.27,2025-01-06
8196,32,Robertbury,James and Sons,Strong Product,Large,120,94.62,2025-03-03
8197,22,New Vincent,Rodriguez-Palmer,Pull Product,Medium,176,31.01,2024-09-01
8198,16,East Brendaville,Russell and Sons,Think Product,Large,8,94.62,2024-05-03
8199,4,East Barbaraborough,"Strickland, Jones and Padilla",Them Product,Large,64,70.81,2025-03-05
8200,5,Ernestside,Day and Sons,Control Product,Small,99,31.86,2024-10-10
8201,48,North Natashamouth,Johnson PLC,Travel Product,Large,0,95.01,2024-10-22
8202,24,Andersonborough,Brown-Mann,Affect Product,Small,88,9.56,2025-01-14
8203,15,Davismouth,Vasquez-Velasquez,Despite Product,Small,169,44.5,2024-06-06
8204,48,Lake Christinashire,Mitchell-Lopez,Live Product,Large,100,51.95,2024-09-19
8205,45,Chavezport,Howard Inc,Tonight Product,Large,0,78.08,2024-07-11
8206,19,Andersonburgh,Young-Shaw,Bed Product,Medium,0,70.51,2024-10-30
8207,7,Palmerstad,Quinn-Tran,Drug Product,Large,189,41.6,2024-12-28
8208,9,Samanthaborough,"Kemp, Gillespie and Esparza",Major Product,Medium,104,76.86,2024-10-26
8209,41,Kellyburgh,Lloyd Ltd,Information Product,Large,62,16.08,2024-10-09
8210,21,North Vincentland,"Massey, Lewis and Walter",Miss Product,Medium,39,49.67,2024-09-07
8211,43,North Tinaberg,Patterson Inc,Win Product,Small,99,40.65,2024-10-26
8212,10,South Louischester,Rowe-Lewis,Leg Product,Large,87,25.84,2024-11-18
8213,20,Bobbyfurt,"Sanchez, Miller and Tucker",Thank Product,Small,87,55.58,2024-06-28
8214,23,Michaelfurt,Dunlap Ltd,Skin Product,Small,170,22.55,2025-02-21
8215,45,New Angelaborough,Quinn-Tran,Stay Product,Medium,62,99.22,2024-12-27
8216,15,Lake Kimberly,Williams LLC,Our Product,Medium,42,65.36,2024-04-09
8217,17,Port Kelli,Quinn-Tran,Whether Product,Large,159,29.99,2024-06-17
8218,18,New Marie,Wagner Group,Career Product,Medium,47,26.79,2024-10-15
8219,26,South Harold,Pittman-Lucas,Today Product,Medium,21,46.42,2024-05-13
8220,13,Kimberlyville,Thomas LLC,Fall Product,Small,2,32.78,2024-06-23
8221,41,Port Angela,"Bradley, Baker and Mcneil",Party Product,Large,82,75.46,2024-06-13
8222,20,Wernerport,Davis-Vasquez,Adult Product,Small,8,32.35,2024-07-21
8223,29,North Robert,Martinez-Giles,Bit Product,Medium,268,59.75,2024-05-26
8224,31,Tylerville,Smith-Aguilar,Whole Product,Large,0,44.38,2024-04-15
8225,36,Fisherborough,"Powell, Mcdaniel and Thomas",Cold Product,Large,0,51.7,2025-03-22
8226,45,Riverastad,West-Hernandez,Population Product,Small,153,35.16,2024-08-07
8227,42,North Ryanhaven,Gomez-Moran,My Product,Medium,217,22.95,2024-05-08
8228,42,Dennisview,"Walker, Zimmerman and Williams",After Product,Small,198,80.04,2024-07-01
8229,20,Youngbury,"Herrera, Jackson and Koch",Message Product,Large,0,80.4,2024-06-16
8230,49,Dixonborough,Vasquez-Velasquez,Reveal Product,Large,89,23.06,2024-08-18
8231,1,North Monicaton,"Smith, Davis and Wright",Stop Product,Large,212,96.71,2024-10-05
8232,18,Stephanieville,Horne LLC,Get Product,Medium,0,54.23,2024-10-31
8233,44,New Brookeport,Williams-White,Resource Product,Large,45,40.65,2024-11-23
8234,46,Port Johntown,"Harris, Clark and Matthews",Perform Product,Large,7,25.65,2025-02-21
8235,28,Fosterside,"Walker, Maddox and Clayton",Resource Product,Large,120,64.52,2025-04-05
8236,25,East Anna,Vasquez-Velasquez,Despite Product,Small,87,44.5,2025-01-21
8237,10,West Robertport,"Williams, Schultz and Black",Science Product,Medium,156,15.18,2024-05-30
8238,16,Robinsonhaven,Rios Group,Hot Product,Large,9,53.1,2024-06-28
8239,26,Kimberlytown,Combs Group,Charge Product,Small,0,43.68,2024-05-01
8240,44,South Kelseyville,Mason-Logan,Sister Product,Small,0,12.1,2024-10-25
8241,8,Port Joditown,Roy Group,Dream Product,Large,0,54.42,2024-10-08
8242,2,Smithmouth,Burns and Sons,Name Product,Medium,109,90.5,2024-09-23
8243,6,Kevinfort,"Briggs, Morris and Weber",Six Product,Medium,108,25.14,2024-08-21
8244,12,Tuckerport,"Kelly, Smith and Aguilar",Base Product,Small,84,36.73,2024-07-21
8245,32,South Valerie,Rowe-Lewis,House Product,Medium,29,9.47,2025-02-26
8246,45,New Deborahtown,Richardson Group,Clearly Product,Small,209,18.33,2025-03-22
8247,34,New Nathanfort,Mitchell-Watson,Where Product,Large,91,20.35,2025-02-27
8248,48,Ronaldburgh,"Williamson, Holden and Sims",Design Product,Small,61,95.77,2025-01-05
8249,20,North Shane,Kirk-Perry,Air Product,Small,161,79.41,2024-09-10
8250,12,West Theresa,Snyder-Kelly,Nor Product,Large,35,8.48,2024-04-21
8251,4,Josephhaven,Brock Group,Camera Product,Small,136,88.75,2024-05-18
8252,29,Christopherborough,"George, Macdonald and Harper",Develop Product,Large,168,82.0,2024-10-07
8253,46,Brittanyport,Hinton LLC,Window Product,Large,8,55.62,2025-02-06
8254,3,Angelicaberg,Brock Group,Benefit Product,Large,57,81.69,2024-07-31
8255,45,Chavezbury,Mason-Logan,Argue Product,Small,2,93.72,2024-04-23
8256,1,New Scott,Lin and Sons,Consider Product,Medium,108,95.05,2024-04-22
8257,44,South Brandihaven,Horne LLC,Then Product,Large,86,82.56,2024-08-13
8258,40,Coffeyhaven,Patterson Inc,Key Product,Large,107,9.4,2024-06-10
8259,18,New Joshuafurt,Rodriguez-Palmer,Pull Product,Medium,0,31.01,2024-04-07
8260,35,Debraport,Davis-Vasquez,Level Product,Medium,56,54.33,2025-01-25
8261,2,Petersonport,Bell Ltd,Address Product,Medium,95,94.75,2024-08-31
8262,40,Port Stevenport,"Navarro, Parker and Garcia",Sing Product,Large,190,10.66,2024-09-02
8263,17,Ruizside,Mahoney and Sons,Picture Product,Medium,42,47.26,2024-06-19
8264,18,South Amyfort,"Phelps, Thompson and Chandler",Eye Product,Medium,87,71.62,2025-03-06
8265,30,Fowlerberg,Obrien-Thompson,Player Product,Large,201,48.4,2025-02-08
8266,35,Owensland,"Sanchez, Miller and Tucker",Thank Product,Small,217,55.58,2024-06-11
8267,29,Ronaldland,Roberts and Sons,After Product,Medium,86,52.93,2024-12-12
8268,37,Dennisfort,"Ellis, Scott and Johnson",Develop Product,Medium,0,14.47,2024-07-02
8269,15,West Maryburgh,Wagner Group,Man Product,Medium,256,48.81,2025-01-15
8270,19,Deckermouth,Salazar-Graves,Type Product,Small,59,13.15,2024-05-15
8271,41,New Travis,"Tucker, Jones and Hart",Seek Product,Small,0,95.26,2024-12-26
8272,16,East Thomasport,Schmidt-Mathews,Truth Product,Medium,157,35.91,2024-09-22
8273,5,Lake Mariafurt,Gentry-Gray,Eight Product,Large,0,41.61,2024-11-30
8274,34,Fullerville,Wagner Group,Member Product,Medium,59,97.31,2025-02-18
8275,24,South Barbaratown,Horne LLC,Officer Product,Medium,156,94.99,2024-11-23
8276,5,Port Paulchester,"Kelly, Smith and Aguilar",Nearly Product,Large,136,37.39,2024-07-23
8277,22,Johnview,Sullivan-Choi,Citizen Product,Medium,91,64.09,2025-03-24
8278,19,Darrenbury,Patterson Inc,Protect Product,Medium,115,46.52,2024-08-30
8279,40,North Walterchester,Williams-Mcintosh,Over Product,Small,0,69.84,2024-06-11
8280,35,Suttonton,Pittman-Lucas,Apply Product,Medium,8,8.04,2025-01-01
8281,34,Bakertown,"Hernandez, Davis and Williams",Little Product,Small,64,60.11,2025-02-06
8282,11,Johnstad,"Cannon, Reynolds and Alvarado",On Product,Large,107,5.76,2025-01-11
8283,29,Clarkchester,Hunt-Tucker,Situation Product,Medium,88,48.2,2024-04-11
8284,16,Tiffanyview,Brown-Marshall,North Product,Medium,0,58.38,2024-06-04
8285,41,Silvahaven,Vasquez-Jackson,Box Product,Large,143,52.92,2025-03-10
8286,37,Phillipsport,Brock Group,Claim Product,Large,153,69.72,2024-08-13
8287,34,Codyfurt,Garcia-Ramirez,Pay Product,Medium,34,55.24,2024-04-11
8288,9,Rogersstad,"Bradley, Baker and Mcneil",Party Product,Large,200,75.46,2024-08-02
8289,31,Velezhaven,Price Group,Population Product,Small,240,18.14,2024-08-18
8290,47,Jamesfurt,"Dalton, Sanders and Cantrell",Natural Product,Medium,122,62.54,2024-07-26
8291,38,Meganmouth,"Kelly, Smith and Aguilar",Nearly Product,Large,152,37.39,2024-04-28
8292,39,South Barbara,James and Sons,Impact Product,Large,106,85.46,2024-04-17
8293,39,New Glennfurt,Mcpherson and Sons,Marriage Product,Large,0,39.02,2024-07-31
8294,42,Emilystad,Martinez-Giles,Everyone Product,Medium,120,88.32,2025-01-10
8295,5,Paulchester,Long and Sons,Consumer Product,Large,154,8.87,2025-03-26
8296,42,Murraytown,"Tucker, Jones and Hart",Apply Product,Small,0,92.21,2024-12-21
8297,30,Ronaldside,"Neal, Frey and Ferguson",Financial Product,Small,35,83.03,2025-01-27
8298,18,Smithside,Rogers-Sanchez,Bit Product,Medium,83,43.86,2024-11-06
8299,44,Butlerhaven,Young-Shaw,Individual Product,Large,112,21.91,2024-11-13
8300,21,South Carolville,Martinez-Giles,Example Product,Large,162,79.49,2024-10-03
8301,31,Karenstad,"Neal, Frey and Ferguson",Financial Product,Small,0,83.03,2025-02-07
8302,16,Chandlerville,Brock Group,Those Product,Small,0,94.88,2025-03-03
8303,47,North Susanmouth,Hunt-Tucker,View Product,Small,177,46.48,2025-03-04
8304,12,South Melindastad,Bell Ltd,Movement Product,Small,98,73.51,2024-10-09
8305,50,North Maria,Rodriguez-Palmer,Account Product,Large,158,45.68,2024-12-05
8306,18,East Ian,"Freeman, Larson and Clark",Hit Product,Large,74,91.49,2025-02-21
8307,37,Lake Gregory,Salazar-Graves,News Product,Medium,65,60.64,2024-07-07
8308,26,New Robert,Knox Group,Participant Product,Medium,177,24.55,2024-06-11
8309,6,Devinstad,"Nguyen, Robinson and Mitchell",Single Product,Small,98,90.69,2024-04-23
8310,30,Millermouth,Johnson PLC,Set Product,Medium,139,8.83,2024-11-17
8311,24,Hayesview,Hinton LLC,Window Product,Large,67,55.62,2025-01-12
8312,16,Daniellestad,Rogers and Sons,Sure Product,Small,131,30.6,2025-03-02
8313,36,Susanfurt,Sawyer-Lane,Onto Product,Small,116,32.36,2024-09-16
8314,37,Lake Tiffany,Morales-Knox,Night Product,Small,174,78.86,2024-10-30
8315,7,Elizabethstad,"Atkinson, Osborn and Hamilton",Easy Product,Small,0,77.27,2024-05-23
8316,27,Port Henrymouth,Russell and Sons,Think Product,Large,212,94.62,2024-08-18
8317,48,Charlesshire,"Jones, Martinez and Taylor",Already Product,Medium,12,54.46,2025-01-16
8318,13,Stokesberg,Cline Ltd,Radio Product,Medium,0,16.1,2024-08-16
8319,16,Joshuachester,"Turner, Armstrong and Fernandez",Whom Product,Medium,159,36.97,2024-05-19
8320,37,Howardfort,"Walker, Maddox and Clayton",Eye Product,Medium,13,84.91,2025-03-02
8321,23,West Brendan,Rios Group,Somebody Product,Medium,64,6.75,2024-06-14
8322,6,East Elizabethhaven,Dawson Inc,Action Product,Large,272,94.44,2024-09-18
8323,36,East Michaelfort,Austin PLC,Edge Product,Small,34,40.3,2024-05-13
8324,20,Beasleystad,"Williamson, Fox and Johnson",Goal Product,Small,107,35.28,2024-04-15
8325,37,Stevensbury,"Campbell, Black and Smith",Approach Product,Medium,70,58.99,2024-06-29
8326,46,East Ronald,"Harrell, Casey and Bates",Full Product,Large,33,14.34,2024-08-31
8327,46,Ericton,Phillips Inc,Wall Product,Large,196,39.61,2024-07-04
8328,16,North Evanville,Davis-Vasquez,Level Product,Medium,150,54.33,2024-10-05
8329,6,Christensenborough,Gomez-Moran,Argue Product,Small,150,31.46,2024-08-20
8330,44,New Deborah,Bailey PLC,Go Product,Large,9,72.96,2024-04-25
8331,35,Port Samantha,Mitchell LLC,Send Product,Small,0,23.21,2024-05-21
8332,8,Tatestad,Fitzpatrick-Sanders,Enough Product,Medium,0,67.42,2024-07-19
8333,48,Lake Markstad,"Bush, Reyes and Fox",Which Product,Medium,204,68.04,2024-08-06
8334,19,Port Pennyburgh,Combs Group,Charge Product,Small,254,43.68,2025-02-14
8335,34,Lake Carolport,"Hernandez, Morrison and Villanueva",Everyone Product,Large,139,18.48,2025-04-01
8336,14,Julieshire,Johnson Inc,Wait Product,Medium,46,66.03,2024-05-11
8337,30,North Antonio,Grimes Group,Five Product,Small,0,72.21,2024-05-13
8338,6,Medinamouth,Kirk-Perry,Reason Product,Small,14,44.15,2024-09-01
8339,20,South Stephanie,Burns and Sons,Entire Product,Small,0,90.0,2024-11-04
8340,39,Knightton,Perez-Johnson,Reach Product,Large,0,71.44,2025-04-02
8341,44,Cynthiaton,Larson-Lopez,Health Product,Large,82,96.67,2024-11-30
8342,21,New Lauraberg,"Turner, Armstrong and Fernandez",Like Product,Medium,0,10.08,2025-02-09
8343,21,Gordonside,Roberts and Sons,Talk Product,Small,182,36.89,2024-09-22
8344,33,Grosstown,Knapp-Wolf,Per Product,Large,47,56.3,2024-11-09
8345,44,Calderonshire,James and Sons,Impact Product,Large,85,85.46,2024-06-16
8346,3,New Jake,Patterson Inc,Win Product,Small,143,40.65,2024-09-07
8347,39,Natalieburgh,Adams and Sons,Federal Product,Small,286,60.94,2024-12-28
8348,24,South Kylie,"Barnes, Pineda and Montgomery",Story Product,Large,120,39.7,2025-01-25
8349,32,Carterfort,Richardson Group,Recognize Product,Medium,162,96.06,2024-05-03
8350,24,South Rebeccaville,"Ellis, Scott and Johnson",Develop Product,Medium,0,14.47,2024-08-12
8351,46,Debraton,Bennett-Collins,Actually Product,Medium,0,12.88,2025-01-18
8352,35,Jenniferton,Hunt-Tucker,Great Product,Medium,132,7.25,2025-01-26
8353,33,Cherrystad,Short-Cook,Certain Product,Large,1,17.2,2024-07-20
8354,34,Port Sylvia,Smith Ltd,Move Product,Large,0,96.84,2024-09-24
8355,21,New Christopherton,Bailey PLC,Air Product,Small,230,34.06,2025-02-20
8356,36,Christineshire,West-Hernandez,House Product,Small,100,68.82,2024-07-26
8357,35,Jorgeport,Austin PLC,Edge Product,Small,273,40.3,2024-12-04
8358,30,Lake Suzanne,"Walker, Zimmerman and Williams",Course Product,Medium,150,98.25,2024-08-30
8359,39,Websterfurt,Johnson PLC,Travel Product,Large,101,95.01,2024-09-20
8360,45,South Gabriel,Gomez-Moran,Write Product,Small,162,22.9,2025-03-27
8361,26,West Shannonborough,"Barnes, Pineda and Montgomery",White Product,Large,13,84.28,2024-07-28
8362,29,Torresfort,"Garza, Perkins and Clark",Reveal Product,Medium,63,86.19,2024-05-19
8363,26,Scottmouth,Long-Bowman,Sign Product,Medium,104,13.14,2024-11-27
8364,15,Clarkport,Pittman-Lucas,Skill Product,Large,241,44.73,2024-09-04
8365,35,South Kathy,"Hernandez, Davis and Williams",Little Product,Small,0,60.11,2024-12-20
8366,25,Thomasville,"Stone, Campbell and Robbins",Thought Product,Small,274,92.37,2025-03-25
8367,26,West Frederickside,"Powell, Mcdaniel and Thomas",Cold Product,Large,216,51.7,2024-11-24
8368,23,Susanfurt,"Kelly, Smith and Aguilar",Debate Product,Large,103,19.51,2024-04-06
8369,4,North Bradleyland,Sullivan-Choi,Entire Product,Small,100,18.05,2025-03-31
8370,20,Cowantown,"Walker, Maddox and Clayton",Produce Product,Large,0,24.07,2025-02-14
8371,39,Pearsonshire,Kim-Gonzalez,Region Product,Large,213,88.69,2025-03-22
8372,29,South Joy,"Strickland, Jones and Padilla",Eye Product,Large,141,42.09,2024-11-08
8373,9,Thorntonton,Davis-Reyes,Hundred Product,Large,117,14.84,2024-12-28
8374,17,Tiffanyton,"Horne, Patton and Martin",From Product,Medium,257,90.44,2024-08-29
8375,7,Fosterhaven,Sullivan-Choi,Door Product,Small,289,16.48,2024-06-20
8376,46,Smithburgh,"Tucker, Jones and Hart",Apply Product,Small,120,92.21,2024-09-06
8377,24,Bakerhaven,"Cannon, Reynolds and Alvarado",Lose Product,Medium,110,7.87,2024-05-09
8378,42,New Shannonbury,Bennett-Collins,First Product,Medium,64,71.63,2024-07-22
8379,13,Hollowayborough,Perkins-Roberts,Eye Product,Medium,74,56.67,2025-01-05
8380,11,Dominiqueport,"George, Macdonald and Harper",Enjoy Product,Small,0,45.23,2025-03-03
8381,47,Valdezport,"Hernandez, Davis and Williams",Least Product,Medium,0,55.22,2024-09-13
8382,43,New Christian,Mccullough Group,Television Product,Large,170,95.73,2025-03-17
8383,44,Whiteshire,Rogers-Sanchez,Most Product,Large,187,48.11,2025-03-27
8384,27,East Lisa,"Wright, Winters and Dominguez",Dinner Product,Large,5,75.84,2024-09-18
8385,30,New Joseph,"Tucker, Jones and Hart",Finally Product,Medium,217,68.9,2025-01-15
8386,28,East Diana,Smith Ltd,Move Product,Large,30,96.84,2024-04-08
8387,42,Mcguireside,"Martin, Cline and Kramer",Own Product,Large,112,70.21,2024-10-07
8388,22,Porterhaven,Mccullough Group,Degree Product,Medium,70,65.62,2024-07-01
8389,14,Bradleybury,"Hernandez, Morrison and Villanueva",Everyone Product,Large,21,18.48,2024-04-29
8390,33,South Paula,Brock Group,Road Product,Medium,54,68.95,2024-10-16
8391,31,Port Michael,Long Ltd,Seven Product,Large,0,50.47,2024-05-22
8392,14,Lake Sandrafurt,Walker Inc,Spend Product,Medium,160,61.4,2024-10-19
8393,5,Lake Alexisberg,"Williamson, Holden and Sims",Hair Product,Large,0,72.85,2024-06-17
8394,25,Lake Stephanie,Johnson Inc,Staff Product,Small,143,35.09,2024-10-01
8395,2,North Anthonymouth,"Campbell, Black and Smith",Modern Product,Small,251,88.2,2025-02-21
8396,4,New Bradley,"Harris, Clark and Matthews",Behind Product,Medium,83,67.77,2024-08-16
8397,36,Port Jenniferborough,Harris-Lindsey,Skin Product,Large,125,19.34,2024-07-01
8398,22,West Martha,"Campbell, Black and Smith",Air Product,Large,46,42.38,2024-11-17
8399,40,Andersonfurt,"Johnson, Moses and Johnson",Doctor Product,Large,106,57.68,2025-02-27
8400,43,Baldwinton,Short-Cook,Structure Product,Medium,41,55.47,2024-05-13
8401,46,Christopherhaven,"Atkinson, Osborn and Hamilton",Shoulder Product,Large,128,70.94,2025-02-04
8402,8,Hawkinston,Young-Shaw,Before Product,Small,4,66.28,2025-03-12
8403,8,New Alex,Davis-Reyes,Approach Product,Large,23,79.16,2024-04-13
8404,21,Rodriguezbury,Thomas and Sons,Effect Product,Large,173,25.74,2024-09-08
8405,43,Kristitown,Perkins-Roberts,Box Product,Large,122,55.79,2024-08-19
8406,15,West Juantown,Perkins-Roberts,Couple Product,Small,85,93.12,2024-11-07
8407,17,Deannafurt,Charles Ltd,Treat Product,Small,162,83.58,2024-04-27
8408,45,Joshuaberg,"Massey, Lewis and Walter",Plant Product,Small,206,79.21,2024-07-18
8409,16,Martineztown,Hinton LLC,Window Product,Large,52,55.62,2024-07-22
8410,32,Lake Kimberly,"Briggs, Morris and Weber",Car Product,Medium,10,24.43,2024-04-18
8411,19,Ericburgh,Charles Ltd,Treat Product,Small,0,83.58,2024-05-18
8412,43,Melanieview,Snyder-Kelly,Manage Product,Small,23,32.83,2024-09-05
8413,25,Josephton,Kim-Gonzalez,Region Product,Large,77,88.69,2024-04-20
8414,27,North Austinbury,Long Ltd,Ok Product,Large,0,63.12,2024-11-29
8415,22,North Anthonyville,"Williams, Turner and Harris",Agent Product,Small,171,82.4,2025-02-16
8416,45,East Samanthashire,Phillips Inc,Believe Product,Large,0,28.28,2025-02-06
